Crystals,v_Binding_energy_mean,v_Binding_energy_std,v_Energy_barrier_mean,v_Energy_barrier_std,std,M,UB,LB,CDF
Ni3Sb_mp-672371_primitive_101,0.464054771,0.070192872,0.487536091,0.026408701,0.074996392,0.02348132,0.098477711,-0.051515072,0.187550646
NiBi3_mp-23179_primitive_001,0.361337695,0.078973761,0.38254974,0.023685915,0.082449242,0.021212046,0.103661288,-0.061237197,0.202054093
NiBi_mp-1220533_primitive_211,0.432135019,0.052362261,0.445635341,0.017993874,0.055367733,0.013500322,0.068868056,-0.041867411,0.083537241
NiBi_mp-1220533_primitive_101,0.444967429,0.059548663,0.458157358,0.018625205,0.062393441,0.013189928,0.075583369,-0.049203513,0.109150206
Ni3Pb_mp-976830_primitive_100,0.572059624,0.050945311,0.584494096,0.028287105,0.058271648,0.012434472,0.07070612,-0.045837176,0.091577667
NiSb_mp-810_primitive_110,0.414624704,0.056624837,0.42577087,0.024197572,0.061578362,0.011146165,0.072724527,-0.050432196,0.100176846
NiBi3_mp-23179_primitive_012,0.448855147,0.051572542,0.459339193,0.018326457,0.054731948,0.010484046,0.065215994,-0.044247902,0.073136144
Ni3Sb_mp-10260_primitive_111,0.478198899,0.069238189,0.484396784,0.018800954,0.071745402,0.006197885,0.077943286,-0.065547517,0.121393583
Ni5Sb2_mp-2409_primitive_101,0.471313448,0.05621502,0.47624474,0.027257784,0.062474917,0.004931292,0.067406209,-0.057543625,0.086654848
NiBi3_mp-23179_primitive_122,0.465563224,0.060032923,0.470331526,0.022241454,0.064020575,0.004768302,0.068788877,-0.059252274,0.091542317
Ni3Pb_mp-976830_primitive_210,0.594103256,0.058531027,0.592479137,0.028070087,0.064913873,-0.001624119,0.063289754,-0.066537993,0.079052732
NiSb_mp-810_primitive_201,0.420037223,0.049334115,0.410076852,0.023396439,0.054600809,-0.009960371,0.044640437,-0.06456118,0.033569014
Ni3Sb_mp-976847_primitive_111,0.57,0,0.56,0,0,-0.01,-0.01,-0.01,0
NiBi3_mp-23179_primitive_021,0.456485544,0.048825691,0.445959894,0.022900287,0.053929317,-0.01052565,0.043403667,-0.064454967,0.031159025
NiBi3_mp-23179_primitive_121,0.457529433,0.058315023,0.446328813,0.016301873,0.060550747,-0.01120062,0.049350127,-0.071751367,0.047327702
NiSb_mp-810_primitive_100,0.419346161,0.066562336,0.407977009,0.022693345,0.07032448,-0.011369152,0.058955328,-0.081693632,0.074728936
Ni3Pb_mp-976830_primitive_110,0.600078849,0.071137546,0.587679318,0.032285076,0.07812091,-0.012399532,0.065721378,-0.090520442,0.094965607
Ni3Pb_mp-976830_primitive_221,0.610686189,0.076601986,0.590171048,0.030606038,0.082489962,-0.020515141,0.061974821,-0.103005103,0.090164866
NiBi3_mp-23179_primitive_212,0.478834435,0.051065623,0.450837363,0.019435278,0.054639069,-0.027997072,0.026641997,-0.082636141,0.015402861
NiBi3_mp-23179_primitive_100,0.48436536,0.039940186,0.449533746,0.019291588,0.0443552,-0.034831615,0.009523586,-0.079186815,0.002443704
NiBi3_mp-23179_primitive_010,0.484931196,0.075394497,0.447924109,0.01601043,0.077075704,-0.037007087,0.040068616,-0.114082791,0.049694538
NiBi3_mp-23179_primitive_221,0.4935179,0.046165365,0.453285818,0.014047733,0.04825536,-0.040232082,0.008023278,-0.088487442,0.003479387
GaNi_mp-1941_primitive_210,0.415920439,0.067906109,0.375324573,0.010737038,0.068749717,-0.040595867,0.028153851,-0.109345584,0.028743863
NiBi3_mp-23179_primitive_120,0.506153944,0.059001211,0.464534996,0.025386088,0.064230806,-0.041618948,0.022611858,-0.105849753,0.020223426
NiBi3_mp-23179_primitive_211,0.488520348,0.059801531,0.44639331,0.026430178,0.065381782,-0.042127039,0.023254744,-0.107508821,0.021647439
NiBi3_mp-23179_primitive_112,0.497339876,0.050152151,0.453981258,0.015267019,0.052424423,-0.043358618,0.009065805,-0.095783041,0.005482282
NiBi3_mp-23179_primitive_201,0.492424335,0.073053399,0.448341373,0.015158231,0.074609457,-0.044082962,0.030526495,-0.118692419,0.036157419
Ga3Ni5_mp-11398_primitive_110,0.456381625,0.040367957,0.410475369,0.019045832,0.044635363,-0.045906256,-0.001270893,-0.090541619,0.001164132
NiBi3_mp-23179_primitive_111,0.488997319,0.053099155,0.440810153,0.014149638,0.054952093,-0.048187166,0.006764927,-0.10313926,0.005956951
Cd3Ni_mp-1183624_primitive_111,0.4,0,0.35,0,0,-0.05,-0.05,-0.05,0
NiBi3_mp-23179_primitive_101,0.493131429,0.061905301,0.441987659,0.018875598,0.064719042,-0.05114377,0.013575273,-0.115862812,0.014596544
NiSb2_mp-19895_primitive_010,0.468787736,0.048475388,0.415827638,0.018543673,0.051901166,-0.052960098,-0.001058932,-0.104861264,0.002939382
NiBi_mp-1220533_primitive_201,0.448818497,0.054655804,0.394839315,0.017623961,0.057427006,-0.053979182,0.003447823,-0.111406188,0.006085133
Ga3Ni2_mp-11397_primitive_001,0.413761111,0.113638636,0.356607141,0.020385187,0.115452568,-0.05715397,0.058298598,-0.172606538,0.101228301
NiBi3_mp-23179_primitive_102,0.502180265,0.062105326,0.444920783,0.022273795,0.065978735,-0.057259482,0.008719253,-0.123238217,0.012810013
GaNi_mp-1941_primitive_211,0.447305711,0.047875905,0.386484157,0.007293632,0.04842829,-0.060821554,-0.012393264,-0.109249845,0.000921824
NiBi3_mp-23179_primitive_210,0.50736071,0.047824011,0.446268106,0.01884847,0.051404288,-0.061092605,-0.009688316,-0.112496893,0.001644775
NiSb2_mp-19895_primitive_011,0.454671597,0.043826614,0.389794555,0.016134602,0.046702221,-0.064877042,-0.018174821,-0.111579264,0.000456143
NiSb2_mp-19895_primitive_001,0.477299613,0.061079293,0.411052629,0.022023944,0.064928685,-0.066246983,-0.001318298,-0.131175669,0.008054426
NiBi3_mp-23179_primitive_110,0.511989073,0.052780644,0.444270758,0.019254593,0.056183056,-0.067718315,-0.01153526,-0.123901371,0.002498539
Cd3Ni_mp-1183624_primitive_210,0.424165915,0.050172769,0.355387878,0.010556613,0.051271325,-0.068778037,-0.017506711,-0.120049362,0.000978045
Ga3Ni5_mp-11398_primitive_112,0.481899722,0.059305115,0.411674051,0.014593387,0.061074247,-0.070225671,-0.009151424,-0.131299918,0.004352119
NiSb2_mp-19895_primitive_110,0.479689485,0.063040043,0.408504811,0.019308903,0.065930879,-0.071184674,-0.005253795,-0.137115553,0.007247581
Ga3Ni5_mp-11398_primitive_1-11,0.561419386,0.056289672,0.489650829,0.017706389,0.059008841,-0.071768557,-0.012759715,-0.130777398,0.003058628
GaNi2_mp-1224858_primitive_101,0.493929833,0.069588485,0.42074306,0.018259653,0.071944229,-0.073186773,-0.001242544,-0.145131003,0.011657294
Cd5Ni_mp-1229280_primitive_221,0.431197597,0.047563065,0.357959287,0.012004543,0.049054604,-0.07323831,-0.024183706,-0.122292914,0.000437853
Ga9Ni13_mp-21589_primitive_110,0.534794548,0.055696257,0.458418444,0.016753199,0.058161351,-0.076376104,-0.018214753,-0.134537455,0.00211423
In9Ni13_mp-641509_primitive_110,0.549770863,0.055685153,0.462073922,0.025959071,0.061438666,-0.087696941,-0.026258276,-0.149135607,0.001912372
GaNi2_mp-1224858_primitive_100,0.576732889,0.058133189,0.487732169,0.022834724,0.062457124,-0.08900072,-0.026543596,-0.151457844,0.002078618
NiSb2_mp-19895_primitive_101,0.483152163,0.052067267,0.392210263,0.01707425,0.054795349,-0.0909419,-0.036146551,-0.145737249,0.000479751
In9Ni13_mp-641509_primitive_100,0.66559827,0.063655479,0.572555563,0.030812022,0.070720582,-0.093042707,-0.022322125,-0.163763289,0.004823215
InNi_mp-19876_primitive_102,0.529874404,0.046104037,0.436308514,0.011223936,0.047450595,-0.09356589,-0.046115295,-0.141016485,5.4738E-05
Ni5Sb2_mp-2409_primitive_2-1-2,0.560841116,0.042205659,0.466634455,0.018796134,0.046201865,-0.094206661,-0.048004796,-0.140408526,3.34575E-05
Cd5Ni_mp-1229280_primitive_110,0.448005706,0.058262751,0.352986309,0.015182901,0.060208543,-0.095019397,-0.034810854,-0.155227941,0.001059678
InNi_mp-19876_primitive_201,0.525670965,0.044242892,0.430088358,0.015514114,0.046884126,-0.095582607,-0.048698482,-0.142466733,3.77386E-05
Cd3Ni_mp-1183624_primitive_211,0.440459648,0.05329512,0.344149584,0.010771152,0.054372673,-0.096310064,-0.041937391,-0.150682737,0.000305663
In9Ni13_mp-641509_primitive_1-1-1,0.551828502,0.040558586,0.451475909,0.017179371,0.044046903,-0.100352593,-0.056305689,-0.144399496,7.74549E-06
In3Ni2_mp-21385_primitive_211,0.523277274,0.035033767,0.421192296,0.01174953,0.036951539,-0.102084978,-0.065133439,-0.139036517,1.00563E-07
Ni3Pb_mp-976830_primitive_211,0.677151418,0.063450793,0.574137434,0.024568603,0.068041306,-0.103013983,-0.034972677,-0.17105529,0.002278994
In9Ni13_mp-641509_primitive_2-11,0.53648243,0.053738605,0.43297774,0.013130519,0.05531951,-0.103504689,-0.048185179,-0.158824199,0.000234428
InNi_mp-20997_primitive_110,0.533230439,0.041434248,0.428134987,0.010727332,0.04280038,-0.105095452,-0.062295072,-0.147895832,2.5789E-06
Ga3Ni5_mp-11398_primitive_111,0.558916299,0.045254029,0.453800499,0.017193956,0.048410322,-0.1051158,-0.056705477,-0.153526122,2.78341E-05
Cd5Ni_mp-1229280_primitive_111,0.464363405,0.066137549,0.357941888,0.01224403,0.067261368,-0.106421517,-0.039160149,-0.173682885,0.001748628
InNi_mp-20997_primitive_221,0.521698815,0.050403737,0.415045269,0.014801995,0.052532236,-0.106653546,-0.05412131,-0.159185782,9.07433E-05
InNi_mp-20997_primitive_211,0.530604404,0.043151948,0.42333575,0.01373735,0.045285819,-0.107268654,-0.061982835,-0.152554473,6.62062E-06
InNi_mp-19876_primitive_211,0.537332951,0.063778537,0.429952961,0.013839086,0.065262716,-0.107379989,-0.042117273,-0.172642706,0.00124567
InNi_mp-19876_primitive_210,0.528917871,0.061687038,0.421427353,0.013223995,0.063088547,-0.107490519,-0.044401972,-0.170579066,0.00087293
Ga9Ni13_mp-21589_primitive_2-11,0.562089485,0.045349723,0.453891332,0.016258144,0.048175976,-0.108198152,-0.060022176,-0.156374128,1.94392E-05
InNi_mp-19876_primitive_2-12,0.52810602,0.042090999,0.419448274,0.011603102,0.043661015,-0.108657746,-0.064996731,-0.152318761,2.68226E-06
InNi_mp-19876_primitive_001,0.534675728,0.046251276,0.425627173,0.012301244,0.04785918,-0.109048554,-0.061189374,-0.156907734,1.59789E-05
Ni3Sb_mp-672371_primitive_021,0.576392643,0.064654682,0.467040393,0.029653925,0.071130747,-0.10935225,-0.038221504,-0.180482997,0.00253449
Cd5Ni_mp-1229280_primitive_100,0.469641992,0.056300619,0.357359149,0.013692286,0.057941681,-0.112282844,-0.054341163,-0.170224525,0.000240477
Ga9Ni13_mp-21589_primitive_212,0.515832812,0.048165842,0.403397512,0.013440181,0.050005868,-0.112435299,-0.062429431,-0.162441167,2.58031E-05
Cd5Ni_mp-1229280_primitive_211,0.469278428,0.051625839,0.355982254,0.01274626,0.05317607,-0.113296174,-0.060120104,-0.166472243,6.58985E-05
Ga9Ni13_mp-21589_primitive_2-10,0.61281091,0.04561968,0.497599393,0.020167487,0.049878681,-0.115211517,-0.065332836,-0.165090197,1.94251E-05
InNi_mp-20997_primitive_210,0.532439679,0.047720285,0.416387628,0.014314218,0.049820903,-0.116052051,-0.066231147,-0.165872954,1.76817E-05
InNi_mp-20997_primitive_111,0.535490179,0.044634486,0.419403596,0.010368921,0.045823049,-0.116086583,-0.070263533,-0.161909632,3.43877E-06
Cd3Ni_mp-1183624_primitive_110,0.468291666,0.052300385,0.352086376,0.013414183,0.053993246,-0.11620529,-0.062212044,-0.170198536,6.69713E-05
In9Ni13_mp-641509_primitive_112,0.536705159,0.05589212,0.419940132,0.008170002,0.056486087,-0.116765027,-0.060278939,-0.173251114,0.000125882
In9Ni13_mp-641509_primitive_20-1,0.552394788,0.043875329,0.435506546,0.015750537,0.046616777,-0.116888241,-0.070271464,-0.163505018,4.53858E-06
Cd5Ni_mp-1229280_primitive_210,0.479582067,0.049051675,0.362405053,0.011758852,0.050441426,-0.117177014,-0.066735588,-0.16761844,2.00174E-05
In9Ni13_mp-641509_primitive_212,0.547917211,0.046728588,0.430675593,0.011979494,0.048239706,-0.117241618,-0.069001912,-0.165481324,8.69226E-06
GaNi_mp-1941_primitive_111,0.485197978,0.081466398,0.367472397,0.012554154,0.082428034,-0.117725581,-0.035297546,-0.200153615,0.00586634
In9Ni13_mp-641509_primitive_001,0.571869296,0.038411742,0.453877355,0.013951437,0.040866912,-0.117991941,-0.077125029,-0.158858853,1.79509E-07
In9Ni13_mp-641509_primitive_1-12,0.597716206,0.046480719,0.479050133,0.021056924,0.051027947,-0.118666074,-0.067638127,-0.16969402,2.16384E-05
In3Ni2_mp-21385_primitive_110,0.52,0,0.4,0,0,-0.12,-0.12,-0.12,0
Ga4Ni3_mp-30655_primitive_110,0.493065664,0.061644008,0.371377179,0.010685021,0.062563195,-0.121688485,-0.05912529,-0.18425168,0.000357718
Ni3Sb_mp-672371_primitive_111,0.580910429,0.071813414,0.458989115,0.034645805,0.079733922,-0.121921314,-0.042187393,-0.201655236,0.00393197
Y3Ni_mp-1105633_primitive_100,0.536085798,0.045629298,0.414074075,0.01151013,0.047058644,-0.122011723,-0.074953079,-0.169070366,3.31449E-06
Ga9Ni13_mp-21589_primitive_201,0.605633935,0.033012,0.48349739,0.014607622,0.036099512,-0.122136545,-0.086037034,-0.158236057,2.09594E-09
Ga9Ni13_mp-21589_primitive_20-1,0.597879541,0.03914146,0.475470005,0.018071373,0.043111813,-0.122409536,-0.079297723,-0.165521349,4.17626E-07
In3Ni2_mp-21385_primitive_001,0.531224169,0.071388319,0.40863031,0.013577621,0.072668039,-0.122593859,-0.04992582,-0.195261898,0.001719249
In9Ni13_mp-641509_primitive_201,0.571202572,0.051366222,0.44784364,0.024475579,0.056899409,-0.123358932,-0.066459523,-0.180258341,8.85032E-05
Ga3Ni5_mp-11398_primitive_212,0.643169278,0.039759031,0.519468822,0.020652133,0.044802803,-0.123700456,-0.078897654,-0.168503259,9.2204E-07
InNi_mp-19876_primitive_110,0.538471563,0.041779706,0.414037918,0.012624635,0.043645449,-0.124433646,-0.080788196,-0.168079095,4.4828E-07
In9Ni13_mp-641509_primitive_2-2-1,0.564298199,0.046910564,0.43922665,0.022540815,0.05204507,-0.125071549,-0.073026479,-0.17711662,1.7949E-05
Ni3Bi_mp-976799_primitive_210,0.591816065,0.053548419,0.466499406,0.016827956,0.056130324,-0.125316659,-0.069186334,-0.181446983,6.25239E-05
InNi_mp-19876_primitive_212,0.541476311,0.043098937,0.415788652,0.0148132,0.045573559,-0.125687659,-0.0801141,-0.171261217,1.10756E-06
Ga3Ni5_mp-11398_primitive_2-11,0.664295843,0.052116887,0.537966564,0.023799067,0.057293677,-0.126329279,-0.069035602,-0.183622956,7.97485E-05
AlNi3_mp-2593_primitive_100,0.643018101,0.09272423,0.516619988,0.05246089,0.10653604,-0.126398113,-0.019862073,-0.232934154,0.021116352
InNi_mp-19876_primitive_111,0.546236376,0.048633392,0.4183698,0.011335703,0.04993701,-0.127866577,-0.077929567,-0.177803586,6.4196E-06
Cd3Ni_mp-1183624_primitive_100,0.49129408,0.047766921,0.361563383,0.012838017,0.049462041,-0.129730697,-0.080268656,-0.179192738,4.44783E-06
Cd3Ni_mp-1183624_primitive_221,0.490401563,0.056835748,0.357832979,0.013663212,0.058454988,-0.132568584,-0.074113596,-0.191023572,7.01835E-05
Ni3Bi_mp-976799_primitive_221,0.59640258,0.034395994,0.463748476,0.009058171,0.035568734,-0.132654104,-0.097085369,-0.168222838,1.92703E-10
Ga9Ni13_mp-21589_primitive_221,0.655074054,0.047465202,0.522157662,0.018249405,0.050852592,-0.132916392,-0.0820638,-0.183768985,5.83725E-06
InNi_mp-19876_primitive_221,0.551830289,0.046104524,0.418896829,0.018555149,0.049698296,-0.13293346,-0.083235164,-0.182631756,3.63313E-06
In9Ni13_mp-641509_primitive_1-10,0.595211951,0.048846099,0.460794654,0.021671465,0.053437756,-0.134417297,-0.080979541,-0.187855053,1.33692E-05
In3Ni7_mp-1213091_primitive_001,0.646160111,0.035288586,0.511704697,0.023223025,0.042244446,-0.134455414,-0.092210968,-0.17669986,5.38428E-08
Ga9Ni13_mp-21589_primitive_102,0.656385231,0.046882231,0.521307425,0.019104751,0.050625439,-0.135077806,-0.084452367,-0.185703245,4.37536E-06
In9Ni13_mp-641509_primitive_2-10,0.626403388,0.063721282,0.490359274,0.018229147,0.066277474,-0.136044115,-0.069766641,-0.202321589,0.000324134
Ga9Ni13_mp-21589_primitive_112,0.540136126,0.041573675,0.403774977,0.013984468,0.043862693,-0.136361149,-0.092498456,-0.180223841,1.2303E-07
In3Ni2_mp-21385_primitive_210,0.542729628,0.050340152,0.40592221,0.015866093,0.052781283,-0.136807418,-0.084026135,-0.189588701,8.65164E-06
