cif_id,Binding_energy,Energy_barrier,prime_struct
CaNi2_mp-2295_primitive_2-1-1,0,0,CaNi2_mp-2295_primitive_2-1-1
CaNi5_mp-1101884_primitive_111,0,0,CaNi5_mp-1101884_primitive_111
CaNi5_mp-1101884_primitive_221,0,0,CaNi5_mp-1101884_primitive_221
CaNi5_mp-1101884_primitive_110,0,0,CaNi5_mp-1101884_primitive_110
CaNi5_mp-1101884_primitive_22-1,0,0,CaNi5_mp-1101884_primitive_22-1
CaNi5_mp-1101884_primitive_11-1,0,0,CaNi5_mp-1101884_primitive_11-1
CaNi5_mp-1101884_primitive_212,0,0,CaNi5_mp-1101884_primitive_212
CaNi5_mp-1101884_primitive_211,0,0,CaNi5_mp-1101884_primitive_211
CaNi5_mp-1101884_primitive_210,0,0,CaNi5_mp-1101884_primitive_210
CaNi5_mp-1101884_primitive_21-1,0,0,CaNi5_mp-1101884_primitive_21-1
CaNi5_mp-1101884_primitive_21-2,0,0,CaNi5_mp-1101884_primitive_21-2
CaNi5_mp-1101884_primitive_101,0,0,CaNi5_mp-1101884_primitive_101
CaNi5_mp-1101884_primitive_201,0,0,CaNi5_mp-1101884_primitive_201
CaNi5_mp-1101884_primitive_100,0,0,CaNi5_mp-1101884_primitive_100
CaNi5_mp-1101884_primitive_10-1,0,0,CaNi5_mp-1101884_primitive_10-1
CaNi5_mp-1101884_primitive_2-12,0,0,CaNi5_mp-1101884_primitive_2-12
CaNi5_mp-1101884_primitive_2-11,0,0,CaNi5_mp-1101884_primitive_2-11
CaNi5_mp-1101884_primitive_2-1-1,0,0,CaNi5_mp-1101884_primitive_2-1-1
CaNi5_mp-1101884_primitive_2-1-2,0,0,CaNi5_mp-1101884_primitive_2-1-2
CaNi5_mp-1101884_primitive_1-11,0,0,CaNi5_mp-1101884_primitive_1-11
CaNi5_mp-1101884_primitive_2-21,0,0,CaNi5_mp-1101884_primitive_2-21
CaNi5_mp-1101884_primitive_1-10,0,0,CaNi5_mp-1101884_primitive_1-10
CaNi5_mp-1101884_primitive_2-2-1,0,0,CaNi5_mp-1101884_primitive_2-2-1
CaNi5_mp-1101884_primitive_1-1-1,0,0,CaNi5_mp-1101884_primitive_1-1-1
CaNi5_mp-1101884_primitive_122,0,0,CaNi5_mp-1101884_primitive_122
CaNi5_mp-1101884_primitive_121,0,0,CaNi5_mp-1101884_primitive_121
CaNi5_mp-1101884_primitive_120,0,0,CaNi5_mp-1101884_primitive_120
CaNi5_mp-1101884_primitive_112,0,0,CaNi5_mp-1101884_primitive_112
CaNi5_mp-1101884_primitive_102,0,0,CaNi5_mp-1101884_primitive_102
CaNi5_mp-1101884_primitive_1-2-2,0,0,CaNi5_mp-1101884_primitive_1-2-2
CaNi5_mp-1101884_primitive_021,0,0,CaNi5_mp-1101884_primitive_021
CaNi5_mp-1101884_primitive_012,0,0,CaNi5_mp-1101884_primitive_012
CaNi5_mp-774_primitive_111,0,0,CaNi5_mp-774_primitive_111
CaNi5_mp-774_primitive_221,0,0,CaNi5_mp-774_primitive_221
CaNi5_mp-774_primitive_110,0,0,CaNi5_mp-774_primitive_110
CaNi5_mp-774_primitive_212,0,0,CaNi5_mp-774_primitive_212
CaNi5_mp-774_primitive_211,0,0,CaNi5_mp-774_primitive_211
CaNi5_mp-774_primitive_210,0,0,CaNi5_mp-774_primitive_210
CaNi5_mp-774_primitive_101,0,0,CaNi5_mp-774_primitive_101
CaNi5_mp-774_primitive_201,0,0,CaNi5_mp-774_primitive_201
CaNi5_mp-774_primitive_100,0,0,CaNi5_mp-774_primitive_100
CaNi5_mp-774_primitive_2-12,0,0,CaNi5_mp-774_primitive_2-12
CaNi5_mp-774_primitive_102,0,0,CaNi5_mp-774_primitive_102
CaNi5_mp-774_primitive_001,0,0,CaNi5_mp-774_primitive_001
CaNi_mp-1059707_primitive_111,0,0,CaNi_mp-1059707_primitive_111
CaNi_mp-1059707_primitive_221,0,0,CaNi_mp-1059707_primitive_221
CaNi_mp-1059707_primitive_110,0,0,CaNi_mp-1059707_primitive_110
CaNi_mp-1059707_primitive_211,0,0,CaNi_mp-1059707_primitive_211
CaNi_mp-1059707_primitive_210,0,0,CaNi_mp-1059707_primitive_210
CaNi_mp-1059707_primitive_100,0,0,CaNi_mp-1059707_primitive_100
Cd3Ni_mp-1183624_primitive_111,0,0,Cd3Ni_mp-1183624_primitive_111
Cd3Ni_mp-1183624_primitive_221,0,0,Cd3Ni_mp-1183624_primitive_221
Cd3Ni_mp-1183624_primitive_110,0,0,Cd3Ni_mp-1183624_primitive_110
Cd3Ni_mp-1183624_primitive_211,0,0,Cd3Ni_mp-1183624_primitive_211
Cd3Ni_mp-1183624_primitive_210,0,0,Cd3Ni_mp-1183624_primitive_210
Cd3Ni_mp-1183624_primitive_100,0,0,Cd3Ni_mp-1183624_primitive_100
Cd5Ni_mp-1229280_primitive_111,0,0,Cd5Ni_mp-1229280_primitive_111
Cd5Ni_mp-1229280_primitive_221,0,0,Cd5Ni_mp-1229280_primitive_221
Cd5Ni_mp-1229280_primitive_110,0,0,Cd5Ni_mp-1229280_primitive_110
Cd5Ni_mp-1229280_primitive_211,0,0,Cd5Ni_mp-1229280_primitive_211
Cd5Ni_mp-1229280_primitive_210,0,0,Cd5Ni_mp-1229280_primitive_210
Cd5Ni_mp-1229280_primitive_100,0,0,Cd5Ni_mp-1229280_primitive_100
CdNi_mp-11310_primitive_111,0,0,CdNi_mp-11310_primitive_111
CdNi_mp-11310_primitive_221,0,0,CdNi_mp-11310_primitive_221
CdNi_mp-11310_primitive_110,0,0,CdNi_mp-11310_primitive_110
CdNi_mp-11310_primitive_22-1,0,0,CdNi_mp-11310_primitive_22-1
CdNi_mp-11310_primitive_211,0,0,CdNi_mp-11310_primitive_211
CdNi_mp-11310_primitive_21-1,0,0,CdNi_mp-11310_primitive_21-1
CdNi_mp-11310_primitive_21-2,0,0,CdNi_mp-11310_primitive_21-2
CdNi_mp-11310_primitive_20-1,0,0,CdNi_mp-11310_primitive_20-1
CdNi_mp-11310_primitive_2-1-1,0,0,CdNi_mp-11310_primitive_2-1-1
CdNi_mp-985556_primitive_111,0,0,CdNi_mp-985556_primitive_111
CdNi_mp-985556_primitive_221,0,0,CdNi_mp-985556_primitive_221
CdNi_mp-985556_primitive_110,0,0,CdNi_mp-985556_primitive_110
CdNi_mp-985556_primitive_22-1,0,0,CdNi_mp-985556_primitive_22-1
CdNi_mp-985556_primitive_211,0,0,CdNi_mp-985556_primitive_211
CdNi_mp-985556_primitive_21-1,0,0,CdNi_mp-985556_primitive_21-1
CdNi_mp-985556_primitive_21-2,0,0,CdNi_mp-985556_primitive_21-2
CdNi_mp-985556_primitive_20-1,0,0,CdNi_mp-985556_primitive_20-1
CdNi_mp-985556_primitive_2-1-1,0,0,CdNi_mp-985556_primitive_2-1-1
Co3Ni_mp-1008349_primitive_111,0,0,Co3Ni_mp-1008349_primitive_111
Co3Ni_mp-1008349_primitive_221,0,0,Co3Ni_mp-1008349_primitive_221
Co3Ni_mp-1008349_primitive_110,0,0,Co3Ni_mp-1008349_primitive_110
Co3Ni_mp-1008349_primitive_211,0,0,Co3Ni_mp-1008349_primitive_211
Co3Ni_mp-1008349_primitive_210,0,0,Co3Ni_mp-1008349_primitive_210
Co3Ni_mp-1008349_primitive_100,0,0,Co3Ni_mp-1008349_primitive_100
Co3Ni_mp-1183837_primitive_111,0,0,Co3Ni_mp-1183837_primitive_111
Co3Ni_mp-1183837_primitive_221,0,0,Co3Ni_mp-1183837_primitive_221
Co3Ni_mp-1183837_primitive_110,0,0,Co3Ni_mp-1183837_primitive_110
Co3Ni_mp-1183837_primitive_212,0,0,Co3Ni_mp-1183837_primitive_212
Co3Ni_mp-1183837_primitive_211,0,0,Co3Ni_mp-1183837_primitive_211
Co3Ni_mp-1183837_primitive_210,0,0,Co3Ni_mp-1183837_primitive_210
Co3Ni_mp-1183837_primitive_101,0,0,Co3Ni_mp-1183837_primitive_101
Co3Ni_mp-1183837_primitive_201,0,0,Co3Ni_mp-1183837_primitive_201
Co3Ni_mp-1183837_primitive_100,0,0,Co3Ni_mp-1183837_primitive_100
Co3Ni_mp-1183837_primitive_2-12,0,0,Co3Ni_mp-1183837_primitive_2-12
Co3Ni_mp-1183837_primitive_102,0,0,Co3Ni_mp-1183837_primitive_102
Co3Ni_mp-1183837_primitive_001,0,0,Co3Ni_mp-1183837_primitive_001
Co3Ni_mp-1226559_primitive_111,0,0,Co3Ni_mp-1226559_primitive_111
Co3Ni_mp-1226559_primitive_221,0,0,Co3Ni_mp-1226559_primitive_221
Co3Ni_mp-1226559_primitive_110,0,0,Co3Ni_mp-1226559_primitive_110
Co3Ni_mp-1226559_primitive_212,0,0,Co3Ni_mp-1226559_primitive_212
Co3Ni_mp-1226559_primitive_211,0,0,Co3Ni_mp-1226559_primitive_211
Co3Ni_mp-1226559_primitive_210,0,0,Co3Ni_mp-1226559_primitive_210
Co3Ni_mp-1226559_primitive_101,0,0,Co3Ni_mp-1226559_primitive_101
Co3Ni_mp-1226559_primitive_201,0,0,Co3Ni_mp-1226559_primitive_201
Co3Ni_mp-1226559_primitive_100,0,0,Co3Ni_mp-1226559_primitive_100
Co3Ni_mp-1226559_primitive_2-12,0,0,Co3Ni_mp-1226559_primitive_2-12
Co3Ni_mp-1226559_primitive_102,0,0,Co3Ni_mp-1226559_primitive_102
Co3Ni_mp-1226559_primitive_001,0,0,Co3Ni_mp-1226559_primitive_001
CoNi3_mp-1183751_primitive_111,0,0,CoNi3_mp-1183751_primitive_111
CoNi3_mp-1183751_primitive_221,0,0,CoNi3_mp-1183751_primitive_221
CoNi3_mp-1183751_primitive_110,0,0,CoNi3_mp-1183751_primitive_110
CoNi3_mp-1183751_primitive_211,0,0,CoNi3_mp-1183751_primitive_211
CoNi3_mp-1183751_primitive_210,0,0,CoNi3_mp-1183751_primitive_210
CoNi3_mp-1183751_primitive_100,0,0,CoNi3_mp-1183751_primitive_100
CoNi3_mp-1183785_primitive_111,0,0,CoNi3_mp-1183785_primitive_111
CoNi3_mp-1183785_primitive_221,0,0,CoNi3_mp-1183785_primitive_221
CoNi3_mp-1183785_primitive_110,0,0,CoNi3_mp-1183785_primitive_110
CoNi3_mp-1183785_primitive_212,0,0,CoNi3_mp-1183785_primitive_212
CoNi3_mp-1183785_primitive_211,0,0,CoNi3_mp-1183785_primitive_211
CoNi3_mp-1183785_primitive_210,0,0,CoNi3_mp-1183785_primitive_210
CoNi3_mp-1183785_primitive_101,0,0,CoNi3_mp-1183785_primitive_101
CoNi3_mp-1183785_primitive_201,0,0,CoNi3_mp-1183785_primitive_201
CoNi3_mp-1183785_primitive_100,0,0,CoNi3_mp-1183785_primitive_100
CoNi3_mp-1183785_primitive_2-12,0,0,CoNi3_mp-1183785_primitive_2-12
CoNi3_mp-1183785_primitive_102,0,0,CoNi3_mp-1183785_primitive_102
CoNi3_mp-1183785_primitive_001,0,0,CoNi3_mp-1183785_primitive_001
CoNi_mp-1006883_primitive_111,0,0,CoNi_mp-1006883_primitive_111
CoNi_mp-1006883_primitive_221,0,0,CoNi_mp-1006883_primitive_221
CoNi_mp-1006883_primitive_110,0,0,CoNi_mp-1006883_primitive_110
CoNi_mp-1006883_primitive_211,0,0,CoNi_mp-1006883_primitive_211
CoNi_mp-1006883_primitive_210,0,0,CoNi_mp-1006883_primitive_210
CoNi_mp-1006883_primitive_100,0,0,CoNi_mp-1006883_primitive_100
CoNi_mp-1226063_primitive_111,0,0,CoNi_mp-1226063_primitive_111
CoNi_mp-1226063_primitive_221,0,0,CoNi_mp-1226063_primitive_221
CoNi_mp-1226063_primitive_110,0,0,CoNi_mp-1226063_primitive_110
CoNi_mp-1226063_primitive_212,0,0,CoNi_mp-1226063_primitive_212
CoNi_mp-1226063_primitive_211,0,0,CoNi_mp-1226063_primitive_211
CoNi_mp-1226063_primitive_210,0,0,CoNi_mp-1226063_primitive_210
CoNi_mp-1226063_primitive_101,0,0,CoNi_mp-1226063_primitive_101
CoNi_mp-1226063_primitive_201,0,0,CoNi_mp-1226063_primitive_201
CoNi_mp-1226063_primitive_100,0,0,CoNi_mp-1226063_primitive_100
CoNi_mp-1226063_primitive_2-12,0,0,CoNi_mp-1226063_primitive_2-12
CoNi_mp-1226063_primitive_2-11,0,0,CoNi_mp-1226063_primitive_2-11
CoNi_mp-1226063_primitive_2-10,0,0,CoNi_mp-1226063_primitive_2-10
CoNi_mp-1226063_primitive_1-11,0,0,CoNi_mp-1226063_primitive_1-11
CoNi_mp-1226063_primitive_2-21,0,0,CoNi_mp-1226063_primitive_2-21
CoNi_mp-1226063_primitive_1-10,0,0,CoNi_mp-1226063_primitive_1-10
CoNi_mp-1226063_primitive_112,0,0,CoNi_mp-1226063_primitive_112
CoNi_mp-1226063_primitive_102,0,0,CoNi_mp-1226063_primitive_102
CoNi_mp-1226063_primitive_1-12,0,0,CoNi_mp-1226063_primitive_1-12
CoNi_mp-1226063_primitive_001,0,0,CoNi_mp-1226063_primitive_001
CoNi_mp-1226076_primitive_111,0,0,CoNi_mp-1226076_primitive_111
CoNi_mp-1226076_primitive_221,0,0,CoNi_mp-1226076_primitive_221
CoNi_mp-1226076_primitive_110,0,0,CoNi_mp-1226076_primitive_110
CoNi_mp-1226076_primitive_212,0,0,CoNi_mp-1226076_primitive_212
CoNi_mp-1226076_primitive_211,0,0,CoNi_mp-1226076_primitive_211
CoNi_mp-1226076_primitive_210,0,0,CoNi_mp-1226076_primitive_210
CoNi_mp-1226076_primitive_21-1,0,0,CoNi_mp-1226076_primitive_21-1
CoNi_mp-1226076_primitive_21-2,0,0,CoNi_mp-1226076_primitive_21-2
CoNi_mp-1226076_primitive_101,0,0,CoNi_mp-1226076_primitive_101
CoNi_mp-1226076_primitive_201,0,0,CoNi_mp-1226076_primitive_201
CoNi_mp-1226076_primitive_100,0,0,CoNi_mp-1226076_primitive_100
CoNi_mp-1226076_primitive_20-1,0,0,CoNi_mp-1226076_primitive_20-1
CoNi_mp-1226076_primitive_10-1,0,0,CoNi_mp-1226076_primitive_10-1
CoNi_mp-1226076_primitive_2-12,0,0,CoNi_mp-1226076_primitive_2-12
CoNi_mp-1226076_primitive_102,0,0,CoNi_mp-1226076_primitive_102
CoNi_mp-1226076_primitive_10-2,0,0,CoNi_mp-1226076_primitive_10-2
CoNi_mp-1226076_primitive_001,0,0,CoNi_mp-1226076_primitive_001
Cr2Ni_mp-1077252_primitive_111,0,0,Cr2Ni_mp-1077252_primitive_111
Cr2Ni_mp-1077252_primitive_221,0,0,Cr2Ni_mp-1077252_primitive_221
Cr2Ni_mp-1077252_primitive_110,0,0,Cr2Ni_mp-1077252_primitive_110
Cr2Ni_mp-1077252_primitive_22-1,0,0,Cr2Ni_mp-1077252_primitive_22-1
Cr2Ni_mp-1077252_primitive_211,0,0,Cr2Ni_mp-1077252_primitive_211
Cr2Ni_mp-1077252_primitive_21-1,0,0,Cr2Ni_mp-1077252_primitive_21-1
Cr2Ni_mp-1077252_primitive_21-2,0,0,Cr2Ni_mp-1077252_primitive_21-2
Cr2Ni_mp-1077252_primitive_20-1,0,0,Cr2Ni_mp-1077252_primitive_20-1
Cr2Ni_mp-1077252_primitive_2-1-1,0,0,Cr2Ni_mp-1077252_primitive_2-1-1
Cr3Ni_mp-1008275_primitive_111,0,0,Cr3Ni_mp-1008275_primitive_111
Cr3Ni_mp-1008275_primitive_221,0,0,Cr3Ni_mp-1008275_primitive_221
Cr3Ni_mp-1008275_primitive_110,0,0,Cr3Ni_mp-1008275_primitive_110
Cr3Ni_mp-1008275_primitive_22-1,0,0,Cr3Ni_mp-1008275_primitive_22-1
Cr3Ni_mp-1008275_primitive_211,0,0,Cr3Ni_mp-1008275_primitive_211
Cr3Ni_mp-1008275_primitive_21-1,0,0,Cr3Ni_mp-1008275_primitive_21-1
Cr3Ni_mp-1008275_primitive_21-2,0,0,Cr3Ni_mp-1008275_primitive_21-2
Cr3Ni_mp-1008275_primitive_20-1,0,0,Cr3Ni_mp-1008275_primitive_20-1
Cr3Ni_mp-1008275_primitive_2-1-1,0,0,Cr3Ni_mp-1008275_primitive_2-1-1
Cr3Ni_mp-1008278_primitive_111,0,0,Cr3Ni_mp-1008278_primitive_111
Cr3Ni_mp-1008278_primitive_221,0,0,Cr3Ni_mp-1008278_primitive_221
Cr3Ni_mp-1008278_primitive_110,0,0,Cr3Ni_mp-1008278_primitive_110
Cr3Ni_mp-1008278_primitive_211,0,0,Cr3Ni_mp-1008278_primitive_211
Cr3Ni_mp-1008278_primitive_210,0,0,Cr3Ni_mp-1008278_primitive_210
Cr3Ni_mp-1008278_primitive_100,0,0,Cr3Ni_mp-1008278_primitive_100
Cr3Ni_mp-1008284_primitive_111,0,0,Cr3Ni_mp-1008284_primitive_111
Cr3Ni_mp-1008284_primitive_221,0,0,Cr3Ni_mp-1008284_primitive_221
Cr3Ni_mp-1008284_primitive_110,0,0,Cr3Ni_mp-1008284_primitive_110
Cr3Ni_mp-1008284_primitive_22-1,0,0,Cr3Ni_mp-1008284_primitive_22-1
Cr3Ni_mp-1008284_primitive_11-1,0,0,Cr3Ni_mp-1008284_primitive_11-1
Cr3Ni_mp-1008284_primitive_212,0,0,Cr3Ni_mp-1008284_primitive_212
Cr3Ni_mp-1008284_primitive_211,0,0,Cr3Ni_mp-1008284_primitive_211
Cr3Ni_mp-1008284_primitive_210,0,0,Cr3Ni_mp-1008284_primitive_210
Cr3Ni_mp-1008284_primitive_21-1,0,0,Cr3Ni_mp-1008284_primitive_21-1
Cr3Ni_mp-1008284_primitive_101,0,0,Cr3Ni_mp-1008284_primitive_101
Cr3Ni_mp-1008284_primitive_201,0,0,Cr3Ni_mp-1008284_primitive_201
Cr3Ni_mp-1008284_primitive_100,0,0,Cr3Ni_mp-1008284_primitive_100
Cr3Ni_mp-1008284_primitive_2-12,0,0,Cr3Ni_mp-1008284_primitive_2-12
Cr3Ni_mp-1008284_primitive_2-11,0,0,Cr3Ni_mp-1008284_primitive_2-11
Cr3Ni_mp-1008284_primitive_1-11,0,0,Cr3Ni_mp-1008284_primitive_1-11
Cr3Ni_mp-1008284_primitive_2-21,0,0,Cr3Ni_mp-1008284_primitive_2-21
Cr3Ni_mp-1008284_primitive_1-10,0,0,Cr3Ni_mp-1008284_primitive_1-10
Cr3Ni_mp-1008284_primitive_112,0,0,Cr3Ni_mp-1008284_primitive_112
Cr3Ni_mp-1008284_primitive_102,0,0,Cr3Ni_mp-1008284_primitive_102
Cr4Ni_mp-1226243_primitive_111,0,0,Cr4Ni_mp-1226243_primitive_111
Cr4Ni_mp-1226243_primitive_221,0,0,Cr4Ni_mp-1226243_primitive_221
Cr4Ni_mp-1226243_primitive_110,0,0,Cr4Ni_mp-1226243_primitive_110
Cr4Ni_mp-1226243_primitive_22-1,0,0,Cr4Ni_mp-1226243_primitive_22-1
Cr4Ni_mp-1226243_primitive_212,0,0,Cr4Ni_mp-1226243_primitive_212
Cr4Ni_mp-1226243_primitive_211,0,0,Cr4Ni_mp-1226243_primitive_211
Cr4Ni_mp-1226243_primitive_21-1,0,0,Cr4Ni_mp-1226243_primitive_21-1
Cr4Ni_mp-1226243_primitive_21-2,0,0,Cr4Ni_mp-1226243_primitive_21-2
Cr4Ni_mp-1226243_primitive_101,0,0,Cr4Ni_mp-1226243_primitive_101
Cr4Ni_mp-1226243_primitive_20-1,0,0,Cr4Ni_mp-1226243_primitive_20-1
Cr4Ni_mp-1226243_primitive_10-1,0,0,Cr4Ni_mp-1226243_primitive_10-1
Cr4Ni_mp-1226243_primitive_2-12,0,0,Cr4Ni_mp-1226243_primitive_2-12
Cr4Ni_mp-1226243_primitive_2-11,0,0,Cr4Ni_mp-1226243_primitive_2-11
Cr4Ni_mp-1226243_primitive_2-10,0,0,Cr4Ni_mp-1226243_primitive_2-10
Cr4Ni_mp-1226243_primitive_2-1-1,0,0,Cr4Ni_mp-1226243_primitive_2-1-1
Cr4Ni_mp-1226243_primitive_2-1-2,0,0,Cr4Ni_mp-1226243_primitive_2-1-2
Cr4Ni_mp-1226243_primitive_2-21,0,0,Cr4Ni_mp-1226243_primitive_2-21
Cr4Ni_mp-1226243_primitive_1-10,0,0,Cr4Ni_mp-1226243_primitive_1-10
Cr4Ni_mp-1226243_primitive_2-2-1,0,0,Cr4Ni_mp-1226243_primitive_2-2-1
Cr4Ni_mp-1226243_primitive_1-1-1,0,0,Cr4Ni_mp-1226243_primitive_1-1-1
Cr4Ni_mp-1226243_primitive_12-1,0,0,Cr4Ni_mp-1226243_primitive_12-1
Cr4Ni_mp-1226243_primitive_12-2,0,0,Cr4Ni_mp-1226243_primitive_12-2
Cr4Ni_mp-1226243_primitive_11-2,0,0,Cr4Ni_mp-1226243_primitive_11-2
Cr4Ni_mp-1226243_primitive_1-12,0,0,Cr4Ni_mp-1226243_primitive_1-12
Cr4Ni_mp-1226243_primitive_1-1-2,0,0,Cr4Ni_mp-1226243_primitive_1-1-2
Cr4Ni_mp-1226243_primitive_1-22,0,0,Cr4Ni_mp-1226243_primitive_1-22
Cr4Ni_mp-1226243_primitive_1-21,0,0,Cr4Ni_mp-1226243_primitive_1-21
Cr4Ni_mp-1226243_primitive_1-2-1,0,0,Cr4Ni_mp-1226243_primitive_1-2-1
Cr4Ni_mp-1226243_primitive_1-2-2,0,0,Cr4Ni_mp-1226243_primitive_1-2-2
Cr4Ni_mp-1226243_primitive_011,0,0,Cr4Ni_mp-1226243_primitive_011
Cr4Ni_mp-1226243_primitive_02-1,0,0,Cr4Ni_mp-1226243_primitive_02-1
CrNi2_mp-1077077_primitive_111,0,0,CrNi2_mp-1077077_primitive_111
CrNi2_mp-1077077_primitive_221,0,0,CrNi2_mp-1077077_primitive_221
CrNi2_mp-1077077_primitive_110,0,0,CrNi2_mp-1077077_primitive_110
CrNi2_mp-1077077_primitive_22-1,0,0,CrNi2_mp-1077077_primitive_22-1
CrNi2_mp-1077077_primitive_211,0,0,CrNi2_mp-1077077_primitive_211
CrNi2_mp-1077077_primitive_21-1,0,0,CrNi2_mp-1077077_primitive_21-1
CrNi2_mp-1077077_primitive_21-2,0,0,CrNi2_mp-1077077_primitive_21-2
CrNi2_mp-1077077_primitive_20-1,0,0,CrNi2_mp-1077077_primitive_20-1
CrNi2_mp-1077077_primitive_2-1-1,0,0,CrNi2_mp-1077077_primitive_2-1-1
CrNi2_mp-784631_primitive_111,0,0,CrNi2_mp-784631_primitive_111
CrNi2_mp-784631_primitive_221,0,0,CrNi2_mp-784631_primitive_221
CrNi2_mp-784631_primitive_110,0,0,CrNi2_mp-784631_primitive_110
CrNi2_mp-784631_primitive_22-1,0,0,CrNi2_mp-784631_primitive_22-1
CrNi2_mp-784631_primitive_11-1,0,0,CrNi2_mp-784631_primitive_11-1
CrNi2_mp-784631_primitive_212,0,0,CrNi2_mp-784631_primitive_212
CrNi2_mp-784631_primitive_211,0,0,CrNi2_mp-784631_primitive_211
CrNi2_mp-784631_primitive_210,0,0,CrNi2_mp-784631_primitive_210
CrNi2_mp-784631_primitive_21-1,0,0,CrNi2_mp-784631_primitive_21-1
CrNi2_mp-784631_primitive_21-2,0,0,CrNi2_mp-784631_primitive_21-2
CrNi2_mp-784631_primitive_101,0,0,CrNi2_mp-784631_primitive_101
CrNi2_mp-784631_primitive_201,0,0,CrNi2_mp-784631_primitive_201
CrNi2_mp-784631_primitive_100,0,0,CrNi2_mp-784631_primitive_100
CrNi2_mp-784631_primitive_10-1,0,0,CrNi2_mp-784631_primitive_10-1
CrNi2_mp-784631_primitive_2-12,0,0,CrNi2_mp-784631_primitive_2-12
CrNi2_mp-784631_primitive_2-11,0,0,CrNi2_mp-784631_primitive_2-11
CrNi2_mp-784631_primitive_2-1-1,0,0,CrNi2_mp-784631_primitive_2-1-1
CrNi2_mp-784631_primitive_2-1-2,0,0,CrNi2_mp-784631_primitive_2-1-2
CrNi2_mp-784631_primitive_1-11,0,0,CrNi2_mp-784631_primitive_1-11
CrNi2_mp-784631_primitive_2-21,0,0,CrNi2_mp-784631_primitive_2-21
CrNi2_mp-784631_primitive_1-10,0,0,CrNi2_mp-784631_primitive_1-10
CrNi2_mp-784631_primitive_2-2-1,0,0,CrNi2_mp-784631_primitive_2-2-1
CrNi2_mp-784631_primitive_1-1-1,0,0,CrNi2_mp-784631_primitive_1-1-1
CrNi2_mp-784631_primitive_122,0,0,CrNi2_mp-784631_primitive_122
CrNi2_mp-784631_primitive_121,0,0,CrNi2_mp-784631_primitive_121
CrNi2_mp-784631_primitive_120,0,0,CrNi2_mp-784631_primitive_120
CrNi2_mp-784631_primitive_112,0,0,CrNi2_mp-784631_primitive_112
CrNi2_mp-784631_primitive_102,0,0,CrNi2_mp-784631_primitive_102
CrNi2_mp-784631_primitive_1-2-2,0,0,CrNi2_mp-784631_primitive_1-2-2
CrNi2_mp-784631_primitive_021,0,0,CrNi2_mp-784631_primitive_021
CrNi2_mp-784631_primitive_012,0,0,CrNi2_mp-784631_primitive_012
CrNi3_mp-1007923_primitive_111,0,0,CrNi3_mp-1007923_primitive_111
CrNi3_mp-1007923_primitive_221,0,0,CrNi3_mp-1007923_primitive_221
CrNi3_mp-1007923_primitive_110,0,0,CrNi3_mp-1007923_primitive_110
